Prov/Terr,FED ID,Federal Electoral Districts_x,Total,Total Income,Net Income,Taxable Income,Income per Resident,Province,Federal Electoral Districts_y,Population,Electors,Polling Stations,Valid Ballots,Percentage of Valid Ballots,Rejected Ballots,Percentage of Rejected Ballots,Total Ballots Cast,Percentage of Voter Turnout,Party Won
59,59009,Courtenay--Alberni,98550,4181659000,3833124000,3687777000,42431.85185,British Columba,Courtenay--Alberni,110391,92266,270,69849,99.7,185,0.3,70034,75.9,NDP
59,59010,Cowichan--Malahat--Langford,88280,3955514000,3634584000,3517492000,44806.45673,British Columba,Cowichan--Malahat--Langford,99160,81888,227,61778,99.6,230,0.4,62008,75.7,NDP
59,59011,Delta,82960,4233894000,3867503000,3767730000,51035.36644,British Columba,Delta,100588,75044,212,55689,99.6,200,0.4,55889,74.5,Liberal
59,59012,Fleetwood--Port Kells,92240,3613298000,3341831000,3226694000,39172.78838,British Columba,Fleetwood--Port Kells,109742,75150,205,48763,99.5,269,0.5,49032,65.2,Liberal
59,59013,Kamloops--Thompson--Cariboo,103080,4665716000,4303523000,4166666000,45263.05782,British Columba,Kamloops--Thompson--Cariboo,118618,95347,273,69765,99.8,174,0.2,69939,73.4,Conservative
59,59014,Kelowna--Lake Country,99320,5029356000,4641304000,4515313000,50637.8977,British Columba,Kelowna--Lake Country,110051,91131,234,64155,99.6,230,0.4,64385,70.7,Liberal
59,59015,Kootenay--Columbia,91110,4173484000,3852428000,3735876000,45807.09033,British Columba,Kootenay--Columbia,107589,86895,260,63206,99.7,197,0.3,63403,73,NDP
59,59016,Langley--Aldergrove,93120,4855046000,4476290000,4363092000,52137.52148,British Columba,Langley--Aldergrove,103084,83065,209,59896,99.7,204,0.3,60100,72.4,Conservative
59,59017,Mission--Matsqui--Fraser Canyon,74940,2892669000,2694734000,2574352000,38599.79984,British Columba,Mission--Matsqui--Fraser Canyon,90871,63744,187,44651,99.5,209,0.5,44860,70.4,Liberal
59,59018,Nanaimo--Ladysmith,100770,4390505000,4034564000,3900116000,43569.56435,British Columba,Nanaimo--Ladysmith,114998,95200,252,71241,99.8,158,0.2,71399,75,NDP
59,59019,New Westminster--Burnaby,92710,4018885000,3710819000,3592750000,43348.99148,British Columba,New Westminster--Burnaby,108652,80394,197,52642,99.3,363,0.7,53005,65.9,NDP
59,59020,North Okanagan--Shuswap,106070,4539957000,4207621000,4046988000,42801.51787,British Columba,North Okanagan--Shuswap,121474,97554,275,69954,99.8,152,0.2,70106,71.9,Conservative
59,59021,North Vancouver,93510,5674070000,5198172000,5074783000,60678.75094,British Columba,North Vancouver,109639,85219,207,64354,99.7,218,0.3,64572,75.8,Liberal
59,59022,Pitt Meadows--Maple Ridge,79510,3885801000,3581052000,3487476000,48871.8526,British Columba,Pitt Meadows--Maple Ridge,94111,72635,185,52150,99.8,121,0.2,52271,72,Liberal
59,59023,Port Moody--Coquitlam,88280,4493241000,4118434000,4021019000,50897.60988,British Columba,Port Moody--Coquitlam,108326,79555,211,54667,99.7,174,0.3,54841,68.9,NDP
59,59024,Prince George--Peace River--Northern Rockies,83840,4293349000,4036358000,3832197000,51208.83826,British Columba,Prince George--Peace River--Northern Rockies,107382,78250,230,51859,99.6,197,0.4,52056,66.5,Conservative
59,59025,Richmond Centre,84820,3345480000,3078567000,2972749000,39442.11271,British Columba,Richmond Centre,93863,69678,175,39862,99.4,227,0.6,40089,57.5,Conservative
59,59026,Esquimalt--Saanich--Sooke,95480,4451869000,4069000000,3971119000,46626.19397,British Columba,Esquimalt--Saanich--Sooke,113004,91056,227,68081,99.7,199,0.3,68280,75,NDP
59,59027,Saanich--Gulf Islands,89630,4810525000,4364788000,4270876000,53670.92491,British Columba,Saanich--Gulf Islands,104285,86863,238,68140,99.7,201,0.3,68341,78.7,Green Party
59,59028,Skeena--Bulkley Valley,67340,2796688000,2600224000,2497974000,41530.85833,British Columba,Skeena--Bulkley Valley,90586,64846,217,44109,99.6,157,0.4,44266,68.3,NDP
59,59029,South Okanagan--West Kootenay,102150,4293006000,3962334000,3807550000,42026.49046,British Columba,South Okanagan--West Kootenay,112096,91999,274,66594,99.7,216,0.3,66810,72.6,NDP
59,59030,South Surrey--White Rock,85090,5136641000,4691790000,4574752000,60367.15243,British Columba,South Surrey--White Rock,94678,76833,207,56631,99.6,219,0.4,56850,74,Conservative
59,59031,Steveston--Richmond East,84850,3438807000,3166974000,3058517000,40528.07307,British Columba,Steveston--Richmond East,96610,72225,186,43225,99.3,287,0.7,43512,60.2,Liberal
59,59032,Surrey Centre,95710,2986847000,2823194000,2657700000,31207.26152,British Columba,Surrey Centre,111486,71966,176,43198,99.2,352,0.8,43550,60.5,Liberal
59,59033,Surrey--Newton,90600,2968617000,2792031000,2659965000,32766.19205,British Columba,Surrey--Newton,105183,65954,164,44424,99.3,328,0.7,44752,67.9,Liberal
59,59034,Vancouver Centre,106840,7434918000,6879507000,6692572000,69589.27368,British Columba,Vancouver Centre,102480,88470,217,58048,99.6,247,0.4,58295,65.9,Liberal
59,59035,Vancouver East,95270,4169971000,3862753000,3672526000,43770.03254,British Columba,Vancouver East,110097,89324,226,58708,99.3,405,0.7,59113,66.2,NDP
59,59036,Vancouver Granville,86350,5765706000,5299982000,5177766000,66771.34916,British Columba,Vancouver Granville,99886,80488,204,53824,99.7,186,0.3,54010,67.1,Liberal
59,59037,North Island--Powell River,86570,3740499000,3446439000,3321142000,43207.79716,British Columba,North Island--Powell River,103458,81377,276,60536,99.7,177,0.3,60713,74.6,NDP
59,59038,Vancouver Kingsway,84860,3280998000,3035288000,2920157000,38663.65779,British Columba,Vancouver Kingsway,102003,72438,180,45396,99,471,1,45867,63.3,NDP
59,59039,Vancouver Quadra,81220,5992699000,5505235000,5408241000,73783.53854,British Columba,Vancouver Quadra,102416,76038,198,52972,99.7,144,0.3,53116,69.9,Liberal
59,59040,Vancouver South,84510,3167996000,2935536000,2813072000,37486.64063,British Columba,Vancouver South,100966,70992,184,44611,99.4,259,0.6,44870,63.2,Liberal
59,59041,Victoria,96870,5269949000,4818143000,4691180000,54402.28141,British Columba,Victoria,110942,94627,251,71895,99.7,241,0.3,72136,76.2,NDP
59,59042,West Vancouver--Sunshine Coast--Sea to Sky Country,98850,6486246000,5982241000,5819873000,65617.05615,British Columba,West Vancouver--Sunshine Coast--Sea to Sky Country,112875,90554,244,66458,99.7,173,0.3,66631,73.6,Liberal
TOTAL,,,3790190,1.80039E+11,1.66016E+11,1.60751E+11,47501.3126,,,,,,,,,,,,
60,60001,Yukon,28700,1570830000,1442349000,1283327000,54732.75261,Yukon,Yukon,33897,26879,82,20291,99.5,94,0.5,20385,75.8,Liberal
TOTAL,,,28700,1570830000,1442349000,1283327000,54732.75261,,,,,,,,,,,,
61,61001,Northwest Territories,31890,1890342000,1745859000,1581001000,59276.95202,Northwest Territories,Northwest Territories,41462,30110,91,18973,99.5,104,0.5,19077,63.4,Liberal
TOTAL,,,31890,1890342000,1745859000,1581001000,59276.95202,,,,,,,,,,,,
62,62001,Nunavut,21440,1039849000,969968000,856212000,48500.41978,Nunavut,Nunavut,31906,20252,59,11928,99.2,95,0.8,12023,59.4,Liberal
TOTAL,,,21440,1039849000,969968000,856212000,48500.41978,,,,,,,,,,,,
TOTAL,,,27977590,1.32116E+12,1.2146E+12,1.17367E+12,47222.08024,,,,,,,,,,,,
